"ISI","ISI_extra","acc","accuracy","average_response_time","avg_rt","background","bidi","blank_dur","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_press","count_after_blank","count_blank","count_blank_1","count_block_loop","count_block_sequence","count_cross","count_cross_1","count_end_of_experiment","count_end_trigger_experiment","count_experiment","count_face","count_face_1","count_final","count_fixation_cross","count_instructions","count_logger","count_practice_loop","count_press","count_press_1","count_reset_feedback","count_settings","count_trial_sequence","count_trigger_experiment","count_trigger_practice","datetime","description","disable_garbage_collection","durface","experiment_file","experiment_path","face","fig","fix_dur","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","postfix_dur","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_press","response_press_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_press","response_time_press_1","round_decimals","sampler_backend","sorted","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","test_mode","time_after_blank","time_blank","time_blank_1","time_block_loop","time_block_sequence","time_cross","time_cross_1","time_end_of_experiment","time_end_trigger_experiment","time_experiment","time_face","time_face_1","time_final","time_fixation_cross","time_instructions","time_logger","time_practice_loop","time_press","time_press_1","time_reset_feedback","time_settings","time_trial_sequence","time_trigger_experiment","time_trigger_practice","title","total_correct","total_response_time","total_responses","trials_to_pause","trigger_interval","uniform_coordinates","width"
"2397","247","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","79","NA","79","0","0","79","NA","0","0","0","79","79","0","79","0","79","0","0","79","0","0","79","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image11.i.indoor.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","79","79","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","365187","NA","362687","49853","49853","361742","NA","NA","NA","3310","362490","362490","NA","361742","3365","365187","49845","13918","249712","NA","3310","361738","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2044","289","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","80","NA","80","0","0","80","NA","0","0","0","80","80","0","80","0","80","0","0","80","0","0","80","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","images15.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","80","80","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","369115","NA","366614","49853","49853","365625","NA","NA","NA","3310","366417","366417","NA","365624","3365","369115","49845","13918","249712","NA","3310","365621","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2500","230","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","81","NA","81","0","0","81","NA","0","0","0","81","81","0","81","0","81","0","0","81","0","0","81","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","new9.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","81","81","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","372978","NA","370478","49853","49853","369548","NA","NA","NA","3310","370280","370280","NA","369548","3365","372978","49845","13918","249712","NA","3310","369545","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2053","263","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","82","NA","82","0","0","82","NA","0","0","0","82","82","0","82","0","82","0","0","82","0","0","82","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","025.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","82","82","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","376884","NA","374384","49853","49853","373423","NA","NA","NA","3310","374187","374187","NA","373423","3365","376884","49845","13918","249712","NA","3310","373419","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2404","52","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","83","NA","83","0","0","83","NA","0","0","0","83","83","0","83","0","83","0","0","83","0","0","83","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m065.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","83","83","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","380583","NA","378083","49853","49853","377332","NA","NA","NA","3310","377885","377885","NA","377332","3365","380583","49845","13918","249712","NA","3310","377329","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2465","166","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","84","NA","84","0","0","84","NA","0","0","0","84","84","0","84","0","84","0","0","84","0","0","84","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","033.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","84","84","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","384388","NA","381888","49853","49853","381024","NA","NA","NA","3310","381691","381691","NA","381024","3365","384388","49845","13918","249712","NA","3310","381021","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2289","418","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","85","NA","85","0","0","85","NA","0","0","0","85","85","0","85","0","85","0","0","85","0","0","85","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image4.i.fen.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","85","85","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","388454","NA","385954","49853","49853","384837","NA","NA","NA","3310","385756","385756","NA","384837","3365","388454","49845","13918","249712","NA","3310","384833","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2015","447","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","86","NA","86","0","0","86","NA","0","0","0","86","86","0","86","0","86","0","0","86","0","0","86","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f061.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","86","86","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","392543","NA","390043","49853","49853","388897","NA","NA","NA","3310","389846","389846","NA","388897","3365","392543","49845","13918","249712","NA","3310","388893","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2047","116","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","87","NA","87","0","0","87","NA","0","0","0","87","87","0","87","0","87","0","0","87","0","0","87","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","047.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","87","87","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","396311","NA","393811","49853","49853","392997","NA","NA","NA","3310","393614","393614","NA","392996","3365","396311","49845","13918","249712","NA","3310","392993","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2097","150","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","88","NA","88","0","0","88","NA","0","0","0","88","88","0","88","0","88","0","0","88","0","0","88","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","015.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","88","88","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","400107","NA","397607","49853","49853","396758","NA","NA","NA","3310","397410","397410","NA","396758","3365","400107","49845","13918","249712","NA","3310","396755","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2156","435","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","89","NA","89","0","0","89","NA","0","0","0","89","89","0","89","0","89","0","0","89","0","0","89","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","stereo12.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","89","89","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","404183","NA","401683","49853","49853","400549","NA","NA","NA","3310","401486","401486","NA","400548","3365","404183","49845","13918","249712","NA","3310","400545","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2393","293","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","90","NA","90","0","0","90","NA","0","0","0","90","90","0","90","0","90","0","0","90","0","0","90","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f011.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","90","90","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","408120","NA","405620","49853","49853","404628","NA","NA","NA","3310","405423","405423","NA","404628","3365","408120","49845","13918","249712","NA","3310","404625","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2475","152","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","91","NA","91","0","0","91","NA","0","0","0","91","91","0","91","0","91","0","0","91","0","0","91","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m090.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","91","91","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","411913","NA","409413","49853","49853","408562","NA","NA","NA","3310","409216","409216","NA","408562","3365","411913","49845","13918","249712","NA","3310","408559","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2195","304","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","92","NA","92","0","0","92","NA","0","0","0","92","92","0","92","0","92","0","0","92","0","0","92","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f007.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","92","92","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","415863","NA","413363","49853","49853","412361","NA","NA","NA","3310","413166","413166","NA","412360","3365","415863","49845","13918","249712","NA","3310","412357","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2091","191","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","93","NA","93","0","0","93","NA","0","0","0","93","93","0","93","0","93","0","0","93","0","0","93","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","004.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","93","93","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","3272","NA","10549","35881","3272","2","legacy","","1024","2","48000","-16","experiment","0","even","no","419694","NA","417193","49853","49853","416304","NA","NA","NA","3310","416996","416996","NA","416303","3365","419694","49845","13918","249712","NA","3310","416300","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
